Document ID,Document Date,Gazette Type,Reasoning,Document Path,Document Availability,Download URL,Document Description
2464-26,2025-11-26,LEGAL_REGULATORY,"The gazette content is an order issued by the President under the Public Security Ordinance, calling out the armed forces to maintain public order in specified districts. This constitutes a legal/regulatory action—specifically, the invocation of a statutory power to make a security-related order. It does not primarily concern government personnel changes (Types 1-3) nor fit any other specialized category like Land, Commercial, or Elections. Therefore, it is classified under Legal/Regulatory Gazettes (Type 5).",doc-archive/2025/11/26/2464-26/2464-26_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-26_E.pdf,Presidential Secretariat - The Public Security Ordinance (Chapter 40) Order
2464-05,2025-11-25,LEGAL_REGULATORY,"The gazette content is a formal notification issued under the authority of the Pilgrimages Ordinance (Chapter 175). It announces the dates for the Sri Pada pilgrimage season and, more importantly, details and enforces a comprehensive set of regulations (covering construction, sanitation, vending, environmental protection, etc.) for the duration of the season. This constitutes the publication and application of regulatory rules under an existing legal ordinance, fitting the definition of a Legal/Regulatory Gazette. It does not involve government personnel/structure changes (Types 1-3) or other specialized administrative matters like land or commerce.",doc-archive/2025/11/25/2464-05/2464-05_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-05_E.pdf,District Secretariat - Ratnapura - pilgrimages Ordinance Sri Pada Pilgrimage Season -2025/2026
2464-07,2025-11-25,LAND,"The gazette content is exclusively concerned with the formal registration and declaration of land titles for specific parcels of land, including owner details, parcel numbers, extents, and encumbrances. It is published under the ""Registration of Title Act"" and falls under ""PART III - LANDS."" This fits the definition of a Land Gazette (Type 4), which covers land registrations, title determinations, and property ownership matters. There is no government structural/personnel change (Types 1-3) or focus on other specialized categories like legal frameworks (beyond the procedural use of the Act), commercial, electoral, public service, or judicial matters.",doc-archive/2025/11/25/2464-07/2464-07_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-07_E.pdf,"Land Title Settlement Dept - T.R Kirulapana , Thimbirigasyaya D/S/D, Colombo District (25-14-204-000527)"
2464-09,2025-11-25,LAND,"The gazette content is exclusively about the declaration of land title determinations for specific parcels of land under the Registration of Title Act. It contains detailed schedules listing parcel numbers, owner names, extents, and nature of title. This falls squarely under the Land Gazettes (Type 4) category, which covers land registrations, property ownership, and title settlements. The content does not involve government structure/personnel changes (Types 1-3) or any of the other specialized non-land administrative matters.",doc-archive/2025/11/25/2464-09/2464-09_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-09_E.pdf,"Land Title Settlement Dept - T.R. Kurukuththala, udunuwara D/S/D, kandy District ( 25-14-204-00097)"
2464-12,2025-11-25,LAND,"The gazette content is exclusively about land title registration. It contains declarations by the Commissioner of Title Settlement determining the ownership of specific land parcels, listing owner names, parcel numbers, extents, and encumbrances (e.g., mortgages, rights of way). The document is explicitly published under ""PART III - LANDS"" and operates under the Registration of Title Act. This fits the definition of a Land Gazette (Type 4), which covers land registrations, titles, ownership, and related encumbrances.",doc-archive/2025/11/25/2464-12/2464-12_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-12_E.pdf,"Land Title Settlement Dept -T.R. Hirimbura, Bope Poddala D/S/D, Galle District (25-14-204-00028)"
2464-13,2025-11-25,LAND,"The gazette content is exclusively concerned with land and property matters. It contains formal declarations by the Commissioner General of Land Title Settlement regarding the determination of title for specific land parcels, including details of ownership, extent, class of title, and encumbrances. This falls squarely under the definition of Land Gazettes (Type 4), which cover land registrations, title determinations, and related property ownership matters. The content does not involve government structure/personnel changes (Types 1-3) or fit any other specialized non-land category (Types 5-9).",doc-archive/2025/11/25/2464-13/2464-13_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-13_E.pdf,"Land Title Settlement Dept - Henamulla, Kurunegala D/S/D, Kurunegala District (24/14-4-00022)"
2464-14,2025-11-25,LEGAL_REGULATORY,"The gazette content is an order issued under the Special Commodity Levy Act, imposing and removing specific tax rates on commodities. It is a regulatory action that amends existing legislation (the Schedule of a previous order). While it is issued by a named Minister, the core content is purely regulatory—it does not discuss government structure, personnel changes, or detailed ministerial portfolios. Therefore, it falls under Legal/Regulatory Gazettes (Type 5).",doc-archive/2025/11/25/2464-14/2464-14_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-14_E.pdf,"Department of Trade and Investment Policy - Special Commodity Levy Act, No. 48 of 2007 Order Under Section 02"
2464-15,2025-11-25,LEGAL_REGULATORY,"The gazette content is a Customs Notification under the Revenue Protection Act, specifying new import duty rates for specific goods. It is a regulatory instrument issued by a government minister, but its primary purpose is to establish or modify a legal/regulatory framework for trade and customs. This fits the definition of a Legal/Regulatory Gazette (Type 5), which includes ""statutory instruments and subsidiary legislation"" and ""regulatory frameworks and compliance requirements."" Although a minister's name and title are present, the core content is the regulatory order itself, not a government personnel change or a detailed assignment of that minister's portfolio responsibilities.",doc-archive/2025/11/25/2464-15/2464-15_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-15_E.pdf,"Department of Trade and Investment Policy - Revenue protection Order No. 05/2025 Revenue Protection Act, No. 19 of 1962 Order"
2464-18,2025-11-25,LAND,"The gazette content is exclusively about the declaration of land title determinations for specific parcels of land under the Registration of Title Act. It contains detailed schedules listing parcel numbers, owner names, extent, and nature of title. The document is explicitly published in ""PART III - LANDS"" and deals with land registration and ownership, fitting the definition of a Land Gazette. It does not involve government personnel changes, organizational structure, or any of the other specialized non-land categories.",doc-archive/2025/11/25/2464-18/2464-18_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-18_E.pdf,"Land Tittle Settlement Dept - T.R. Batugedara, kalandagala, Pelwadiya, Rathnapura D/S/D, Rathnapura District (25/0446)"
2464-19,2025-11-25,LAND,"The gazette content is exclusively concerned with the formal registration and declaration of land titles under the Registration of Title Act. It contains detailed schedules listing specific land parcels, their extents, owners, and encumbrances (e.g., mortgages, rights of way). The entire document falls under ""PART III - LANDS"" and deals with the administrative outcome of a land settlement process, fitting the definition of a Land Gazette.",doc-archive/2025/11/25/2464-19/2464-19_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-19_E.pdf,"Land Title Settlment Dept- T.R. Munagama, Horana D/S/D, Kalutara District (25/0418)"
2464-01,2025-11-24,LEGAL_REGULATORY,"This gazette is a Customs Notification that establishes new official exchange rates for calculating customs duties and other charges under the Customs Ordinance. It is an exercise of regulatory authority (by the Director General of Customs under Section 17 of the Ordinance) to set and modify financial parameters for trade and taxation. The core content is the publication of a new regulation (the schedule of rates) and the rescission of a previous one, which squarely fits the **Legal/Regulatory** classification (Type 5) for ""regulatory frameworks,"" ""statutory instruments,"" and ""legal notices."" It does not concern government structure/personnel (Types 1-3) or any other specialized category like Land, Commercial, or Elections.",doc-archive/2025/11/24/2464-01/2464-01_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-01_E.pdf,Sri Lanka Customs - Rates of Exchange w.e.t
2464-02,2025-11-24,LAND,"The gazette content is a formal notice under the Land Acquisition Act for the compulsory acquisition of specific land parcels for a public purpose (construction of water purification infrastructure). It details the location, extent, purpose, and claimants of the land, and outlines the legal procedure for interested parties to claim compensation. The core subject matter is exclusively land acquisition, which fits the definition of a **Land Gazette (Type 4)**. It does not involve government personnel changes, structural reorganization, or any of the other specialized non-land categories.",doc-archive/2025/11/24/2464-02/2464-02_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-02_E.pdf,"Land Acquisition - Mankumban, Island South Velani D/S/D, Jaffna District"
2464-03,2025-11-24,ELECTIONS,"The gazette content is a notice summoning a meeting to fill a vacancy for the post of Chairman in a local authority (Ninthavur Pradeshiya Sabha). This falls squarely under electoral processes at the local government level, specifically addressing the procedure to elect a candidate to a vacant elected office as per the Local Authorities Elections Ordinance. It does not involve central government structure/personnel (Types 1-3) but is a specialized administrative matter related to elections, making it Type 7 (Elections).",doc-archive/2025/11/24/2464-03/2464-03_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-03_E.pdf,Department of Local Government - Eastern Province - Notice of Summon  Meeting of Under the Local Authorities Elections (Amendment) Act. No. 22 of 2012 Post of Chairman of the Ninthavur P.S
2464-04,2025-11-24,LEGAL_REGULATORY,"The gazette content is a notification from the Public Utilities Commission of Sri Lanka issuing a Certificate of Exemption under the Sri Lanka Electricity Act. It pertains to a regulatory matter (exempting a company from licensing requirements) based on an existing law. This fits the definition of a Legal/Regulatory Gazette (Type 5), which includes statutory instruments, regulatory frameworks, and legal notices issued under established acts.",doc-archive/2025/11/24/2464-04/2464-04_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2464-04_E.pdf,Public Utilities Commission of Sri Lanka - Under Section 10 (3) of the Sri Lanka Electricity Act No. 20 of 2009 (Amended) Issuance of Certificate of Exemption
2463-48,2025-11-22,ORGANISATIONAL,"The gazette content is a notification of the National Consumer Price Index figure for a specific month, published by the Department of Census and Statistics. This is a routine statistical announcement. It does not involve government structure/personnel (Types 1-3) nor does it fit any of the specialized categories (Land, Legal, Commercial, Elections, Public Service, or Judicial). It is an administrative matter related to economic statistics, which falls under the final catch-all category of Miscellaneous Gazettes.",doc-archive/2025/11/22/2463-48/2463-48_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-48_E.pdf,Department of Census and Statistics - National Consumer Price Index - October 2025
2463-49,2025-11-22,LEGAL_REGULATORY,"The gazette content consists of multiple orders made by the Minister of Labour under the Industrial Disputes Act, appointing arbitrators to settle specific industrial disputes. The core of the document is the exercise of a statutory power to issue a legal/regulatory order, referencing and applying an existing Act of Parliament. It does not involve government structure/personnel changes (Types 1-3) or fit any other specialized category (e.g., Land, Commercial, Elections). It is a formal legal notification pertaining to regulatory procedures for dispute resolution.",doc-archive/2025/11/22/2463-49/2463-49_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-49_E.pdf,Ministry of Labour - Industrial Dispute between . K.R.P. Grero and Board of Investment of Sri Lanka J.M. Upali and Sri Lanka Transport Board M.U. Sanjeewa Peiris and Dolphin Hotels Plc.
2463-50,2025-11-22,LAND,"The gazette content is a formal notice under the Land Acquisition Act for the government's intention to acquire a specific plot of land (Jambugahamadiththa) for a public purpose. It provides detailed land descriptions, cadastral references, boundaries, and procedures for claimants. The primary subject is land acquisition, which falls squarely under the Land Gazettes (Type 4) category for land and property-related matters. It does not involve government personnel changes, portfolio assignments, or any of the other specialized non-land administrative categories.",doc-archive/2025/11/22/2463-50/2463-50_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-50_E.pdf,"Land Acquisition - Medagedara Gammedda, Pathadumbara D/S/D, Kandy District"
2463-39,2025-11-21,LAND,"The gazette content consists of formal declarations under the Land Acquisition Act for the compulsory acquisition of specific parcels of land for a public purpose. It provides detailed legal descriptions, extents, and boundaries of the land plots. While a minister's name and title are present, the core subject matter is exclusively land acquisition, which falls squarely under the ""Land Gazettes"" (Type 4) category for land and property-related administrative matters. The government personnel detail is incidental to the primary legal/administrative action concerning land.",doc-archive/2025/11/21/2463-39/2463-39_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-39_E.pdf,"Land Acquisition - Molligoda,Panadura D/S/D, Kalutara District Rangallepola, Narammala D/S/D, Kurunegala District"
2463-40,2025-11-21,LAND,"The gazette content exclusively concerns the amendment of land title registrations under the Registration of Title Act. It details specific parcels of land by plot, block, cadastral map, and location, and formally expunges their particulars. This falls squarely under the definition of Land Gazettes, which cover land registrations, title amendments, and property-related administrative matters. It does not involve government structure/personnel (Types 1-3) or fit any other specialized category (5-9).",doc-archive/2025/11/21/2463-40/2463-40_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-40_E.pdf,"Land Title Settlement Dept- Kowana, Mallawapitiy D/S/D, Kurunegala District (7886)"
2463-41,2025-11-21,LAND,"The gazette content is exclusively about land title registration. It contains multiple declarations by the Commissioner General of Land Title Settlement determining the ownership of specific land parcels (with parcel numbers, extents, and owner names/addresses) under the Registration of Title Act. This falls squarely under the Land Gazettes (Type 4) category, which includes ""Land registrations, property ownership, land titles"" and ""Any gazette content primarily dealing with land, property, or real estate matters."" The content does not involve government structure/personnel changes (Types 1-3) or fit any other specialized non-land category.",doc-archive/2025/11/21/2463-41/2463-41_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-41_E.pdf,"Land Title Settlement Dept- Muddaragama, Meerigama D/S/D, Gampaha District (25/0452)"
2463-43,2025-11-21,LAND,"The gazette content is exclusively concerned with land and property matters. It contains multiple declarations by the Commissioner General of Land Title Settlement, made under the Registration of Title Act, to formally determine and register the title (ownership) for specific land parcels. The schedules list the parcel numbers, extents, and the names of the owners (including ""The State""). This fits the definition of a Land Gazette (Type 4), which covers land registrations, title determinations, and property ownership. The content does not involve government structure/personnel changes (Types 1-3) or any of the other specialized non-land categories (Types 5-9).",doc-archive/2025/11/21/2463-43/2463-43_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-43_E.pdf,"Land Title Settlement Dept- Aluthgama , Bogamuwa, Gampaha D/S/D, Gampaha District (25/0449)"
2463-44,2025-11-21,LAND,"The gazette content exclusively concerns the amendment of land title registrations under the Registration of Title Act. It details specific parcels of land, their cadastral references, and locations, and formally records the expunging of particulars from the land title register. This falls squarely under the Land Gazettes (Type 4) category, which is defined for land and property-related matters such as land registrations, titles, and amendments to title records.",doc-archive/2025/11/21/2463-44/2463-44_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-44_E.pdf,"Land Title Settlement Dept- Kaldemulla, Moratuwa D/S/D, Colombo District (7889)"
2463-45,2025-11-21,LAND,"The gazette content consists entirely of amendments to land title registrations under the Registration of Title Act. It provides specific details for correcting or updating the official records for multiple parcels of land, including plot numbers, cadastral map references, village names, and owner information. This falls squarely under the definition of Land Gazettes, which cover land registrations, title amendments, and property-related matters.",doc-archive/2025/11/21/2463-45/2463-45_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-45_E.pdf,"Land Title Settlement Dept - Bolagala, Divulapitiya D/S/D, Gampaha District (7877)"
2463-46,2025-11-21,LAND,"The gazette content is a formal declaration by the Commissioner General of Land Title Settlement regarding the determination of title for specific land parcels. It deals exclusively with land registration, ownership details (listing parcels and declaring ""The State"" as the owner), and is published under the ""PART III - LANDS"" section and the Registration of Title Act. This fits the definition of a Land Gazette, which covers land registrations, title settlements, and property ownership matters. It does not involve government personnel changes, structural changes, or any of the other specialized non-land administrative categories.",doc-archive/2025/11/21/2463-46/2463-46_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-46_E.pdf,"Land Title Settlement Dept - Majidpura, Thamankaduwa D/S/D, Polonnaruwa District (25/1420400003)"
2463-47,2025-11-21,LEGAL_REGULATORY,"The gazette content is a legal/regulatory instrument. It is an Order made under a specific ordinance (The Fauna and Flora Protection Ordinance) that rescinds a previous order and declares a specific area of land to be a Nature Reserve. This fits the definition of Type 5, which includes statutory instruments, subsidiary legislation, and regulatory actions. While a Minister's name is present, the core content is the exercise of a statutory power to create a regulation, not a government personnel change or a description of ministerial portfolios.",doc-archive/2025/11/21/2463-47/2463-47_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-47_E.pdf,Department of Wild Life Conservation - The Fauna and Flor Protection Ordinance ( Chapter 469)
2463-24,2025-11-20,PUBLIC_SERVICE,"The gazette content is a public notification from a local government body (Puttalam Municipal Council) regarding the public inspection period for its draft budget. This falls under public sector administration and service delivery, specifically related to municipal financial procedures and public access to documents, which aligns with the **Public Service Gazettes (Type 8)** category. It does not concern central government structure/personnel (Types 1-3) or the other specialized categories like Land, Legal, Commercial, etc.",doc-archive/2025/11/20/2463-24/2463-24_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-24_E.pdf,Puttalam Urban Council - the Draft Budget Document - 2026
2463-25,2025-11-20,ELECTIONS,"The gazette content is specifically about filling a vacancy in a local government council (Peliyagoda Urban Council) under the Local Authorities Elections Ordinance. It details the process triggered by a resignation and the subsequent nomination and declaration of a new elected member. This falls squarely under electoral processes and related administrative matters, which is the definition of Type 7 (Elections Gazettes).",doc-archive/2025/11/20/2463-25/2463-25_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-25_E.pdf,Election Commission - Filling of a Vacancy in the Office Member of the Peliyagoda Pradeshiya Sabha
2463-26,2025-11-20,ELECTIONS,"The gazette content is specifically about filling a vacancy in a local government body (Dompe Pradeshiya Sabha) due to a resignation, following the procedure outlined in the Local Authorities Elections Ordinance. It details the nomination and declaration of a new elected member. This falls squarely under the definition of Type 7 (Elections Gazettes), which includes ""Candidate nominations and registrations"" and ""Election results and declarations"" related to electoral processes.",doc-archive/2025/11/20/2463-26/2463-26_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-26_E.pdf,Election Commission - Filling of a Vacancy in the Office Member of the Dompe Pradeshiya sabha
2463-27,2025-11-20,ELECTIONS,"The gazette content specifically addresses the filling of a vacancy for a member of a local government body (Yakkalamulla Pradeshiya Sabha) under the Local Authorities Elections Ordinance. It details the process triggered by a resignation, the nomination by a political party, and the formal declaration by the returning officer. This falls squarely under electoral processes at the local government level, making it an **Elections Gazette (Type 7)**.",doc-archive/2025/11/20/2463-27/2463-27_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-27_E.pdf,Election Commission - Filling of a Vacancy in the Office Member of the Yakkalamulla Pradeshiya Sabha
2463-28,2025-11-20,LEGAL_REGULATORY,"The gazette content is a notification about the imposition and levy of an Entertainment Tax by a Provincial Council authority, citing specific ordinances and acts (Entertainment Ordinance No. 12 of 1946, amended by Act No. 37 of 1984, and Provincial Council (Ancillary Provisions) Act No. 12 of 1989). It establishes a regulatory requirement for tax payment, which fits the definition of a Legal/Regulatory Gazette (Type 5) concerning regulatory frameworks and compliance requirements. The mention of the Governor's name is incidental to the regulatory action and does not constitute a personnel change or a hybrid appointment with detailed portfolio responsibilities.",doc-archive/2025/11/20/2463-28/2463-28_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-28_E.pdf,Chief Secretariat - Southern Province - Entertainment Tax - Kamburupitiya Pradeshiya Sabha
2463-31,2025-11-20,LAND,"The gazette content is exclusively about the formal registration of land titles for specific parcels of land, including owner details, parcel numbers, and extent. It is an official declaration under the Registration of Title Act, falling squarely within the definition of Land Gazettes (Type 4) for land and property-related matters. It does not involve government structure/personnel changes or fit any other specialized category more specifically.",doc-archive/2025/11/20/2463-31/2463-31_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-31_E.pdf,"Land Title Settlement Dept - Galwewa, Beliatta D/S/D,Hambantota District (25/5514228)"
2463-32,2025-11-20,ELECTIONS,"The gazette content specifically addresses the filling of a vacancy for a member of a local government body (Naththandiya Pradesiya Sabha) under the Local Authorities Elections Ordinance. It details the process triggered by a resignation and the subsequent nomination by a political party, culminating in the official declaration of a new member by the Returning Officer. This falls squarely under electoral processes at the local government level, making it an **Elections Gazette**.",doc-archive/2025/11/20/2463-32/2463-32_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-32_E.pdf,Election Commission - Filling of a Vacancy in the Office Member of the Naththandiya Pradeshiya Sabha
2463-33,2025-11-20,LAND,"The gazette content is exclusively about the formal registration and declaration of land titles for specific parcels of land under the Registration of Title Act. It details the determination of ownership, including the owner's name, identity card number, address, and specific land particulars (parcel number, extent, class, encumbrances). This fits the definition of a Land Gazette (Type 4), which covers land registrations, property ownership, and title settlements. It does not involve government personnel changes, portfolio assignments, or any of the other specialized non-land administrative matters.",doc-archive/2025/11/20/2463-33/2463-33_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-33_E.pdf,"Land Title Settlement Dept - Doratiyawa, Mallawapitiya  D/S/D,kurunegala District (25/5514228)"
2463-34,2025-11-20,LAND,"The gazette content is exclusively about the formal registration and declaration of a specific land title (Parcel No. 1:126, Block 03) under the Registration of Title Act. It details the land's location, owner, and title particulars, which squarely fits the definition of a Land Gazette (Type 4) dealing with land registrations, titles, and property ownership matters. It does not involve government structure/personnel changes or any of the other specialized non-land categories.",doc-archive/2025/11/20/2463-34/2463-34_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-34_E.pdf,"Land Title Settlement Dept - Kongaspitiya, Kandy four Gravets and Gangawatakoralaya   D/S/D, kandy District (25/5514228)"
2463-35,2025-11-20,LAND,"The gazette content exclusively concerns the formal registration and declaration of land titles for specific parcels of land under the Registration of Title Act. It includes detailed schedules listing parcel numbers, owner names, extents, and encumbrances. This falls squarely under the Land Gazettes (Type 4) category, which is defined for ""Land registrations, property ownership, land titles"" and ""Any gazette content primarily dealing with land, property, or real estate matters."" The content does not involve government personnel/structure (Types 1-3) or any other specialized administrative area (Types 5-9).",doc-archive/2025/11/20/2463-35/2463-35_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-35_E.pdf,"Land Title Settlement Dept - Elhena, Meerigama  D/S/D, Gampaha District (25/5514226)"
2463-37,2025-11-20,LAND,"The gazette content is exclusively concerned with the formal registration and declaration of land titles for specific parcels of land. It details the determination of ownership, including owner names, parcel numbers, extents, and locations, under the authority of the Registration of Title Act. This falls squarely within the definition of Type 4 (Land Gazettes), which covers land registrations, property ownership, and title settlements. The content does not involve government structure/personnel changes (Types 1-3) or fit any other specialized administrative category.",doc-archive/2025/11/20/2463-37/2463-37_english.pdf,Available,https://documents.gov.lk/view/extra-gazettes/2025/11/2463-37_E.pdf,"Land Title Settlement Dept - Kawisigamuwa, Rideegama D/S/D, Kurunegala District (25/5514192)"
